Index,Units,Date,Month,Year,Day
0,13478,12/31/2004,12,2004,Friday
1,14097,12/30/2004,12,2004,Thursday
2,15223,12/29/2004,12,2004,Wednesday
3,17580,12/28/2004,12,2004,Tuesday
4,16718,12/27/2004,12,2004,Monday
5,15059,12/26/2004,12,2004,Sunday
6,16669,12/25/2004,12,2004,Saturday
7,15645,12/24/2004,12,2004,Friday
8,15358,12/23/2004,12,2004,Thursday
9,15670,12/22/2004,12,2004,Wednesday
10,18740,12/21/2004,12,2004,Tuesday
11,19050,12/20/2004,12,2004,Monday
12,14619,12/19/2004,12,2004,Sunday
13,16053,12/18/2004,12,2004,Saturday
14,15893,12/17/2004,12,2004,Friday
15,17381,12/16/2004,12,2004,Thursday
16,17126,12/15/2004,12,2004,Wednesday
17,16704,12/14/2004,12,2004,Tuesday
18,14308,12/13/2004,12,2004,Monday
19,14153,12/12/2004,12,2004,Sunday
20,13881,12/11/2004,12,2004,Saturday
21,13815,12/10/2004,12,2004,Friday
22,14507,12/9/2004,12,2004,Thursday
23,13277,12/8/2004,12,2004,Wednesday
24,13562,12/7/2004,12,2004,Tuesday
25,13563,12/6/2004,12,2004,Monday
26,13960,12/5/2004,12,2004,Sunday
27,15123,12/4/2004,12,2004,Saturday
28,15309,12/3/2004,12,2004,Friday
29,15575,12/2/2004,12,2004,Thursday
30,14133,12/1/2004,12,2004,Wednesday
31,14437,11/30/2004,11,2004,Tuesday
32,14484,11/29/2004,11,2004,Monday
33,12678,11/28/2004,11,2004,Sunday
34,13163,11/27/2004,11,2004,Saturday
35,13332,11/26/2004,11,2004,Friday
36,12244,11/25/2004,11,2004,Thursday
37,12829,11/24/2004,11,2004,Wednesday
38,13158,11/23/2004,11,2004,Tuesday
39,12645,11/22/2004,11,2004,Monday
40,11839,11/21/2004,11,2004,Sunday
41,12409,11/20/2004,11,2004,Saturday
42,13089,11/19/2004,11,2004,Friday
43,13181,11/18/2004,11,2004,Thursday
44,13547,11/17/2004,11,2004,Wednesday
45,14221,11/16/2004,11,2004,Tuesday
46,14126,11/15/2004,11,2004,Monday
47,13754,11/14/2004,11,2004,Sunday
48,13655,11/13/2004,11,2004,Saturday
49,13823,11/12/2004,11,2004,Friday
50,13727,11/11/2004,11,2004,Thursday
51,14753,11/10/2004,11,2004,Wednesday
52,14629,11/9/2004,11,2004,Tuesday
53,12306,11/8/2004,11,2004,Monday
54,12252,11/7/2004,11,2004,Sunday
55,13503,11/6/2004,11,2004,Saturday
56,13305,11/5/2004,11,2004,Friday
57,12892,11/4/2004,11,2004,Thursday
58,12529,11/3/2004,11,2004,Wednesday
59,12494,11/2/2004,11,2004,Tuesday
60,11730,11/1/2004,11,2004,Monday
61,11433,10/31/2004,10,2004,Sunday
62,12200,10/30/2004,10,2004,Saturday
63,12510,10/29/2004,10,2004,Friday
64,12604,10/28/2004,10,2004,Thursday
65,12652,10/27/2004,10,2004,Wednesday
66,12753,10/26/2004,10,2004,Tuesday
67,11985,10/25/2004,10,2004,Monday
68,11740,10/24/2004,10,2004,Sunday
69,12363,10/23/2004,10,2004,Saturday
70,12627,10/22/2004,10,2004,Friday
71,12598,10/21/2004,10,2004,Thursday
72,12799,10/20/2004,10,2004,Wednesday
73,13133,10/19/2004,10,2004,Tuesday
74,12830,10/18/2004,10,2004,Monday
75,12400,10/17/2004,10,2004,Sunday
76,12779,10/16/2004,10,2004,Saturday
77,12766,10/15/2004,10,2004,Friday
78,12685,10/14/2004,10,2004,Thursday
79,12704,10/13/2004,10,2004,Wednesday
80,12618,10/12/2004,10,2004,Tuesday
81,11907,10/11/2004,10,2004,Monday
82,11269,10/10/2004,10,2004,Sunday
83,12214,10/9/2004,10,2004,Saturday
84,12468,10/8/2004,10,2004,Friday
85,12484,10/7/2004,10,2004,Thursday
86,12764,10/6/2004,10,2004,Wednesday
87,12532,10/5/2004,10,2004,Tuesday
88,11817,10/4/2004,10,2004,Monday
89,11443,10/3/2004,10,2004,Sunday
90,12260,10/2/2004,10,2004,Saturday
91,12379,10/1/2004,10,2004,Friday
92,14254,12/31/2005,12,2005,Saturday
93,14714,12/30/2005,12,2005,Friday
94,13502,12/29/2005,12,2005,Thursday
95,14682,12/28/2005,12,2005,Wednesday
96,14789,12/27/2005,12,2005,Tuesday
97,12968,12/26/2005,12,2005,Monday
98,13226,12/25/2005,12,2005,Sunday
99,14737,12/24/2005,12,2005,Saturday
100,16879,12/23/2005,12,2005,Friday
101,18118,12/22/2005,12,2005,Thursday
102,18147,12/21/2005,12,2005,Wednesday
103,19031,12/20/2005,12,2005,Tuesday
104,16489,12/19/2005,12,2005,Monday
105,16144,12/18/2005,12,2005,Sunday
106,16490,12/17/2005,12,2005,Saturday
107,16144,12/16/2005,12,2005,Friday
108,16523,12/15/2005,12,2005,Thursday
109,17968,12/14/2005,12,2005,Wednesday
110,17329,12/13/2005,12,2005,Tuesday
111,15730,12/12/2005,12,2005,Monday
112,15659,12/11/2005,12,2005,Sunday
113,17362,12/10/2005,12,2005,Saturday
114,16714,12/9/2005,12,2005,Friday
115,17981,12/8/2005,12,2005,Thursday
116,17474,12/7/2005,12,2005,Wednesday
117,16942,12/6/2005,12,2005,Tuesday
118,15036,12/5/2005,12,2005,Monday
119,15226,12/4/2005,12,2005,Sunday
120,16801,12/3/2005,12,2005,Saturday
121,16035,12/2/2005,12,2005,Friday
122,16118,12/1/2005,12,2005,Thursday
123,14494,11/30/2005,11,2005,Wednesday
124,12821,11/29/2005,11,2005,Tuesday
125,12935,11/28/2005,11,2005,Monday
126,13385,11/27/2005,11,2005,Sunday
127,15300,11/26/2005,11,2005,Saturday
128,15002,11/25/2005,11,2005,Friday
129,14052,11/24/2005,11,2005,Thursday
130,15623,11/23/2005,11,2005,Wednesday
131,14436,11/22/2005,11,2005,Tuesday
132,13301,11/21/2005,11,2005,Monday
133,13514,11/20/2005,11,2005,Sunday
134,15393,11/19/2005,11,2005,Saturday
135,16453,11/18/2005,11,2005,Friday
136,14913,11/17/2005,11,2005,Thursday
137,12688,11/16/2005,11,2005,Wednesday
138,13149,11/15/2005,11,2005,Tuesday
139,12154,11/14/2005,11,2005,Monday
140,12395,11/13/2005,11,2005,Sunday
141,13979,11/12/2005,11,2005,Saturday
142,14582,11/11/2005,11,2005,Friday
143,12678,11/10/2005,11,2005,Thursday
144,12668,11/9/2005,11,2005,Wednesday
145,13215,11/8/2005,11,2005,Tuesday
146,12180,11/7/2005,11,2005,Monday
147,11459,11/6/2005,11,2005,Sunday
148,12257,11/5/2005,11,2005,Saturday
149,13011,11/4/2005,11,2005,Friday
150,13646,11/3/2005,11,2005,Thursday
151,13108,11/2/2005,11,2005,Wednesday
152,13292,11/1/2005,11,2005,Tuesday
153,12949,10/31/2005,10,2005,Monday
154,13348,10/30/2005,10,2005,Sunday
155,14111,10/29/2005,10,2005,Saturday
156,14251,10/28/2005,10,2005,Friday
157,14431,10/27/2005,10,2005,Thursday
158,14654,10/26/2005,10,2005,Wednesday
159,14057,10/25/2005,10,2005,Tuesday
160,12360,10/24/2005,10,2005,Monday
161,11957,10/23/2005,10,2005,Sunday
162,12434,10/22/2005,10,2005,Saturday
163,12952,10/21/2005,10,2005,Friday
164,12509,10/20/2005,10,2005,Thursday
165,12319,10/19/2005,10,2005,Wednesday
166,12518,10/18/2005,10,2005,Tuesday
167,11798,10/17/2005,10,2005,Monday
168,11220,10/16/2005,10,2005,Sunday
169,12060,10/15/2005,10,2005,Saturday
170,12587,10/14/2005,10,2005,Friday
171,12568,10/13/2005,10,2005,Thursday
172,12663,10/12/2005,10,2005,Wednesday
173,12621,10/11/2005,10,2005,Tuesday
174,11825,10/10/2005,10,2005,Monday
175,11437,10/9/2005,10,2005,Sunday
176,12402,10/8/2005,10,2005,Saturday
177,13446,10/7/2005,10,2005,Friday
178,13623,10/6/2005,10,2005,Thursday
179,13564,10/5/2005,10,2005,Wednesday
180,13449,10/4/2005,10,2005,Tuesday
181,12707,10/3/2005,10,2005,Monday
182,11445,10/2/2005,10,2005,Sunday
183,11760,10/1/2005,10,2005,Saturday
184,12264,9/30/2005,9,2005,Friday
185,13511,9/29/2005,9,2005,Thursday
186,12511,9/28/2005,9,2005,Wednesday
187,13147,9/27/2005,9,2005,Tuesday
188,13436,9/26/2005,9,2005,Monday
189,12659,9/25/2005,9,2005,Sunday
190,13266,9/24/2005,9,2005,Saturday
191,14825,9/23/2005,9,2005,Friday
192,13632,9/22/2005,9,2005,Thursday
193,13381,9/21/2005,9,2005,Wednesday
194,13935,9/20/2005,9,2005,Tuesday
195,12588,9/19/2005,9,2005,Monday
196,12264,9/18/2005,9,2005,Sunday
197,13051,9/17/2005,9,2005,Saturday
198,14463,9/16/2005,9,2005,Friday
199,14279,9/15/2005,9,2005,Thursday
200,14609,9/14/2005,9,2005,Wednesday
201,14234,9/13/2005,9,2005,Tuesday
202,13257,9/12/2005,9,2005,Monday
203,13018,9/11/2005,9,2005,Sunday
204,13708,9/10/2005,9,2005,Saturday
205,13908,9/9/2005,9,2005,Friday
206,13649,9/8/2005,9,2005,Thursday
207,13460,9/7/2005,9,2005,Wednesday
208,12288,9/6/2005,9,2005,Tuesday
209,11591,9/5/2005,9,2005,Monday
210,12071,9/4/2005,9,2005,Sunday
211,12888,9/3/2005,9,2005,Saturday
212,14272,9/2/2005,9,2005,Friday
213,13869,9/1/2005,9,2005,Thursday
214,14974,8/31/2005,8,2005,Wednesday
215,14518,8/30/2005,8,2005,Tuesday
216,14181,8/29/2005,8,2005,Monday
217,13289,8/28/2005,8,2005,Sunday
218,14199,8/27/2005,8,2005,Saturday
219,14810,8/26/2005,8,2005,Friday
220,13890,8/25/2005,8,2005,Thursday
221,13540,8/24/2005,8,2005,Wednesday
222,13926,8/23/2005,8,2005,Tuesday
223,14034,8/22/2005,8,2005,Monday
224,15049,8/21/2005,8,2005,Sunday
225,15926,8/20/2005,8,2005,Saturday
226,15562,8/19/2005,8,2005,Friday
227,15156,8/18/2005,8,2005,Thursday
228,14654,8/17/2005,8,2005,Wednesday
229,15048,8/16/2005,8,2005,Tuesday
230,14826,8/15/2005,8,2005,Monday
231,15296,8/14/2005,8,2005,Sunday
232,16565,8/13/2005,8,2005,Saturday
233,16136,8/12/2005,8,2005,Friday
234,16314,8/11/2005,8,2005,Thursday
235,16036,8/10/2005,8,2005,Wednesday
236,15282,8/9/2005,8,2005,Tuesday
237,14944,8/8/2005,8,2005,Monday
238,13901,8/7/2005,8,2005,Sunday
239,14908,8/6/2005,8,2005,Saturday
240,17005,8/5/2005,8,2005,Friday
241,16940,8/4/2005,8,2005,Thursday
242,16683,8/3/2005,8,2005,Wednesday
243,15986,8/2/2005,8,2005,Tuesday
244,14639,8/1/2005,8,2005,Monday
245,13830,7/31/2005,7,2005,Sunday
246,14041,7/30/2005,7,2005,Saturday
247,14460,7/29/2005,7,2005,Friday
248,14406,7/28/2005,7,2005,Thursday
249,17364,7/27/2005,7,2005,Wednesday
250,16753,7/26/2005,7,2005,Tuesday
251,16572,7/25/2005,7,2005,Monday
252,14420,7/24/2005,7,2005,Sunday
253,15676,7/23/2005,7,2005,Saturday
254,16489,7/22/2005,7,2005,Friday
255,16318,7/21/2005,7,2005,Thursday
256,15811,7/20/2005,7,2005,Wednesday
257,16144,7/19/2005,7,2005,Tuesday
258,15537,7/18/2005,7,2005,Monday
259,14636,7/17/2005,7,2005,Sunday
260,15641,7/16/2005,7,2005,Saturday
261,15542,7/15/2005,7,2005,Friday
262,15217,7/14/2005,7,2005,Thursday
263,16072,7/13/2005,7,2005,Wednesday
264,16094,7/12/2005,7,2005,Tuesday
265,14278,7/11/2005,7,2005,Monday
266,13212,7/10/2005,7,2005,Sunday
267,13137,7/9/2005,7,2005,Saturday
268,13635,7/8/2005,7,2005,Friday
269,14130,7/7/2005,7,2005,Thursday
270,14140,7/6/2005,7,2005,Wednesday
271,13949,7/5/2005,7,2005,Tuesday
272,13417,7/4/2005,7,2005,Monday
273,12544,7/3/2005,7,2005,Sunday
274,13633,7/2/2005,7,2005,Saturday
275,14968,7/1/2005,7,2005,Friday
276,15733,6/30/2005,6,2005,Thursday
277,15314,6/29/2005,6,2005,Wednesday
278,16293,6/28/2005,6,2005,Tuesday
279,15493,6/27/2005,6,2005,Monday
280,14640,6/26/2005,6,2005,Sunday
281,15342,6/25/2005,6,2005,Saturday
282,14854,6/24/2005,6,2005,Friday
283,14116,6/23/2005,6,2005,Thursday
284,14344,6/22/2005,6,2005,Wednesday
285,13563,6/21/2005,6,2005,Tuesday
286,12455,6/20/2005,6,2005,Monday
287,11746,6/19/2005,6,2005,Sunday
288,12419,6/18/2005,6,2005,Saturday
289,13058,6/17/2005,6,2005,Friday
290,13763,6/16/2005,6,2005,Thursday
291,14638,6/15/2005,6,2005,Wednesday
292,15431,6/14/2005,6,2005,Tuesday
293,14881,6/13/2005,6,2005,Monday
294,13840,6/12/2005,6,2005,Sunday
295,15174,6/11/2005,6,2005,Saturday
296,16035,6/10/2005,6,2005,Friday
297,15220,6/9/2005,6,2005,Thursday
298,15446,6/8/2005,6,2005,Wednesday
299,14971,6/7/2005,6,2005,Tuesday
300,13956,6/6/2005,6,2005,Monday
301,13074,6/5/2005,6,2005,Sunday
302,12504,6/4/2005,6,2005,Saturday
303,12617,6/3/2005,6,2005,Friday
304,12534,6/2/2005,6,2005,Thursday
305,12560,6/1/2005,6,2005,Wednesday
306,11441,5/31/2005,5,2005,Tuesday
307,10879,5/30/2005,5,2005,Monday
308,10877,5/29/2005,5,2005,Sunday
309,11565,5/28/2005,5,2005,Saturday
310,12338,5/27/2005,5,2005,Friday
311,12414,5/26/2005,5,2005,Thursday
312,12426,5/25/2005,5,2005,Wednesday
313,12357,5/24/2005,5,2005,Tuesday
314,11582,5/23/2005,5,2005,Monday
315,11155,5/22/2005,5,2005,Sunday
316,11927,5/21/2005,5,2005,Saturday
317,12532,5/20/2005,5,2005,Friday
318,12528,5/19/2005,5,2005,Thursday
319,12368,5/18/2005,5,2005,Wednesday
320,12560,5/17/2005,5,2005,Tuesday
321,11595,5/16/2005,5,2005,Monday
322,11224,5/15/2005,5,2005,Sunday
323,12315,5/14/2005,5,2005,Saturday
324,12645,5/13/2005,5,2005,Friday
325,12957,5/12/2005,5,2005,Thursday
326,12994,5/11/2005,5,2005,Wednesday
327,12596,5/10/2005,5,2005,Tuesday
328,11624,5/9/2005,5,2005,Monday
329,11219,5/8/2005,5,2005,Sunday
330,11960,5/7/2005,5,2005,Saturday
331,12547,5/6/2005,5,2005,Friday
332,12944,5/5/2005,5,2005,Thursday
333,13682,5/4/2005,5,2005,Wednesday
334,13697,5/3/2005,5,2005,Tuesday
335,12429,5/2/2005,5,2005,Monday
336,11832,5/1/2005,5,2005,Sunday
337,12564,4/30/2005,4,2005,Saturday
338,13065,4/29/2005,4,2005,Friday
339,13255,4/28/2005,4,2005,Thursday
340,12687,4/27/2005,4,2005,Wednesday
341,12931,4/26/2005,4,2005,Tuesday
342,13890,4/25/2005,4,2005,Monday
343,13909,4/24/2005,4,2005,Sunday
344,12446,4/23/2005,4,2005,Saturday
345,12434,4/22/2005,4,2005,Friday
346,12134,4/21/2005,4,2005,Thursday
347,12502,4/20/2005,4,2005,Wednesday
348,12198,4/19/2005,4,2005,Tuesday
349,11507,4/18/2005,4,2005,Monday
350,11439,4/17/2005,4,2005,Sunday
351,12273,4/16/2005,4,2005,Saturday
352,12557,4/15/2005,4,2005,Friday
353,13171,4/14/2005,4,2005,Thursday
354,12645,4/13/2005,4,2005,Wednesday
355,12085,4/12/2005,4,2005,Tuesday
356,11467,4/11/2005,4,2005,Monday
357,11008,4/10/2005,4,2005,Sunday
358,12382,4/9/2005,4,2005,Saturday
359,12583,4/8/2005,4,2005,Friday
360,12267,4/7/2005,4,2005,Thursday
361,12265,4/6/2005,4,2005,Wednesday
362,12744,4/5/2005,4,2005,Tuesday
363,13086,4/4/2005,4,2005,Monday
364,13685,4/3/2005,4,2005,Sunday
365,12977,4/2/2005,4,2005,Saturday
366,12770,4/1/2005,4,2005,Friday
367,12306,3/31/2005,3,2005,Thursday
368,13171,3/30/2005,3,2005,Wednesday
369,13617,3/29/2005,3,2005,Tuesday
370,12685,3/28/2005,3,2005,Monday
371,12382,3/27/2005,3,2005,Sunday
372,12995,3/26/2005,3,2005,Saturday
373,13974,3/25/2005,3,2005,Friday
374,14343,3/24/2005,3,2005,Thursday
375,14021,3/23/2005,3,2005,Wednesday
376,14798,3/22/2005,3,2005,Tuesday
377,13930,3/21/2005,3,2005,Monday
378,12878,3/20/2005,3,2005,Sunday
379,13965,3/19/2005,3,2005,Saturday
380,15190,3/18/2005,3,2005,Friday
381,15037,3/17/2005,3,2005,Thursday
382,14905,3/16/2005,3,2005,Wednesday
383,15402,3/15/2005,3,2005,Tuesday
384,14691,3/14/2005,3,2005,Monday
385,14216,3/13/2005,3,2005,Sunday
386,15542,3/12/2005,3,2005,Saturday
387,15400,3/11/2005,3,2005,Friday
388,16061,3/10/2005,3,2005,Thursday
389,16845,3/9/2005,3,2005,Wednesday
390,14066,3/8/2005,3,2005,Tuesday
391,13336,3/7/2005,3,2005,Monday
392,14275,3/6/2005,3,2005,Sunday
393,14783,3/5/2005,3,2005,Saturday
394,16819,3/4/2005,3,2005,Friday
395,17088,3/3/2005,3,2005,Thursday
396,17218,3/2/2005,3,2005,Wednesday
397,16057,3/1/2005,3,2005,Tuesday
398,14371,2/28/2005,2,2005,Monday
399,14744,2/27/2005,2,2005,Sunday
400,15411,2/26/2005,2,2005,Saturday
401,15983,2/25/2005,2,2005,Friday
402,15021,2/24/2005,2,2005,Thursday
403,14654,2/23/2005,2,2005,Wednesday
404,14261,2/22/2005,2,2005,Tuesday
405,13999,2/21/2005,2,2005,Monday
406,14260,2/20/2005,2,2005,Sunday
407,16612,2/19/2005,2,2005,Saturday
408,16592,2/18/2005,2,2005,Friday
409,15557,2/17/2005,2,2005,Thursday
410,13736,2/16/2005,2,2005,Wednesday
411,14294,2/15/2005,2,2005,Tuesday
412,13820,2/14/2005,2,2005,Monday
413,14046,2/13/2005,2,2005,Sunday
414,15992,2/12/2005,2,2005,Saturday
415,17034,2/11/2005,2,2005,Friday
416,14769,2/10/2005,2,2005,Thursday
417,13875,2/9/2005,2,2005,Wednesday
418,14024,2/8/2005,2,2005,Tuesday
419,13792,2/7/2005,2,2005,Monday
420,14207,2/6/2005,2,2005,Sunday
421,15425,2/5/2005,2,2005,Saturday
422,16071,2/4/2005,2,2005,Friday
423,15269,2/3/2005,2,2005,Thursday
424,16841,2/2/2005,2,2005,Wednesday
425,16349,2/1/2005,2,2005,Tuesday
426,15909,1/31/2005,1,2005,Monday
427,15475,1/30/2005,1,2005,Sunday
428,16905,1/29/2005,1,2005,Saturday
429,18493,1/28/2005,1,2005,Friday
430,16767,1/27/2005,1,2005,Thursday
431,16130,1/26/2005,1,2005,Wednesday
432,17572,1/25/2005,1,2005,Tuesday
433,19408,1/24/2005,1,2005,Monday
434,17906,1/23/2005,1,2005,Sunday
435,17293,1/22/2005,1,2005,Saturday
436,17145,1/21/2005,1,2005,Friday
437,16640,1/20/2005,1,2005,Thursday
438,19140,1/19/2005,1,2005,Wednesday
439,19329,1/18/2005,1,2005,Tuesday
440,17280,1/17/2005,1,2005,Monday
441,15207,1/16/2005,1,2005,Sunday
442,15879,1/15/2005,1,2005,Saturday
443,13948,1/14/2005,1,2005,Friday
444,12744,1/13/2005,1,2005,Thursday
445,13967,1/12/2005,1,2005,Wednesday
446,14780,1/11/2005,1,2005,Tuesday
447,14135,1/10/2005,1,2005,Monday
448,13862,1/9/2005,1,2005,Sunday
449,14347,1/8/2005,1,2005,Saturday
450,14471,1/7/2005,1,2005,Friday
451,13813,1/6/2005,1,2005,Thursday
452,13994,1/5/2005,1,2005,Wednesday
453,13421,1/4/2005,1,2005,Tuesday
454,12566,1/3/2005,1,2005,Monday
455,12291,1/2/2005,1,2005,Sunday
456,12316,1/1/2005,1,2005,Saturday
457,13055,12/31/2006,12,2006,Sunday
458,14312,12/30/2006,12,2006,Saturday
459,14626,12/29/2006,12,2006,Friday
460,15257,12/28/2006,12,2006,Thursday
461,14652,12/27/2006,12,2006,Wednesday
462,12535,12/26/2006,12,2006,Tuesday
463,13201,12/25/2006,12,2006,Monday
464,13718,12/24/2006,12,2006,Sunday
465,13124,12/23/2006,12,2006,Saturday
466,14062,12/22/2006,12,2006,Friday
467,15044,12/21/2006,12,2006,Thursday
468,16012,12/20/2006,12,2006,Wednesday
469,14555,12/19/2006,12,2006,Tuesday
470,13501,12/18/2006,12,2006,Monday
471,13807,12/17/2006,12,2006,Sunday
472,14606,12/16/2006,12,2006,Saturday
473,14555,12/15/2006,12,2006,Friday
474,14957,12/14/2006,12,2006,Thursday
475,14380,12/13/2006,12,2006,Wednesday
476,15395,12/12/2006,12,2006,Tuesday
477,15158,12/11/2006,12,2006,Monday
478,16134,12/10/2006,12,2006,Sunday
479,18323,12/9/2006,12,2006,Saturday
480,18805,12/8/2006,12,2006,Friday
481,15351,12/7/2006,12,2006,Thursday
482,16957,12/6/2006,12,2006,Wednesday
483,17200,12/5/2006,12,2006,Tuesday
484,15885,12/4/2006,12,2006,Monday
485,14753,12/3/2006,12,2006,Sunday
486,14916,12/2/2006,12,2006,Saturday
487,13428,12/1/2006,12,2006,Friday
488,13127,11/30/2006,11,2006,Thursday
489,13509,11/29/2006,11,2006,Wednesday
490,14080,11/28/2006,11,2006,Tuesday
491,13190,11/27/2006,11,2006,Monday
492,12789,11/26/2006,11,2006,Sunday
493,13152,11/25/2006,11,2006,Saturday
494,12607,11/24/2006,11,2006,Friday
495,14297,11/23/2006,11,2006,Thursday
496,15495,11/22/2006,11,2006,Wednesday
497,15722,11/21/2006,11,2006,Tuesday
498,14356,11/20/2006,11,2006,Monday
499,13545,11/19/2006,11,2006,Sunday
500,14591,11/18/2006,11,2006,Saturday
501,14155,11/17/2006,11,2006,Friday
502,13753,11/16/2006,11,2006,Thursday
503,14715,11/15/2006,11,2006,Wednesday
504,14452,11/14/2006,11,2006,Tuesday
505,14137,11/13/2006,11,2006,Monday
506,12897,11/12/2006,11,2006,Sunday
507,12618,11/11/2006,11,2006,Saturday
508,13278,11/10/2006,11,2006,Friday
509,13328,11/9/2006,11,2006,Thursday
510,13712,11/8/2006,11,2006,Wednesday
511,13785,11/7/2006,11,2006,Tuesday
512,13642,11/6/2006,11,2006,Monday
513,14246,11/5/2006,11,2006,Sunday
514,15974,11/4/2006,11,2006,Saturday
515,15537,11/3/2006,11,2006,Friday
516,13882,11/2/2006,11,2006,Thursday
517,13103,11/1/2006,11,2006,Wednesday
518,12892,10/31/2006,10,2006,Tuesday
519,13172,10/30/2006,10,2006,Monday
520,13629,10/29/2006,10,2006,Sunday
521,13412,10/28/2006,10,2006,Saturday
522,14253,10/27/2006,10,2006,Friday
523,15100,10/26/2006,10,2006,Thursday
524,15180,10/25/2006,10,2006,Wednesday
525,15429,10/24/2006,10,2006,Tuesday
526,13238,10/23/2006,10,2006,Monday
527,12498,10/22/2006,10,2006,Sunday
528,13462,10/21/2006,10,2006,Saturday
529,13122,10/20/2006,10,2006,Friday
530,12692,10/19/2006,10,2006,Thursday
531,12768,10/18/2006,10,2006,Wednesday
532,13949,10/17/2006,10,2006,Tuesday
533,12891,10/16/2006,10,2006,Monday
534,13102,10/15/2006,10,2006,Sunday
535,13773,10/14/2006,10,2006,Saturday
536,14173,10/13/2006,10,2006,Friday
537,12334,10/12/2006,10,2006,Thursday
538,12434,10/11/2006,10,2006,Wednesday
539,12437,10/10/2006,10,2006,Tuesday
540,11932,10/9/2006,10,2006,Monday
541,11799,10/8/2006,10,2006,Sunday
542,12563,10/7/2006,10,2006,Saturday
543,12886,10/6/2006,10,2006,Friday
544,13065,10/5/2006,10,2006,Thursday
545,13187,10/4/2006,10,2006,Wednesday
546,12732,10/3/2006,10,2006,Tuesday
547,11818,10/2/2006,10,2006,Monday
548,11210,10/1/2006,10,2006,Sunday
549,12288,9/30/2006,9,2006,Saturday
550,12573,9/29/2006,9,2006,Friday
551,12589,9/28/2006,9,2006,Thursday
552,12584,9/27/2006,9,2006,Wednesday
553,12537,9/26/2006,9,2006,Tuesday
554,11994,9/25/2006,9,2006,Monday
555,12021,9/24/2006,9,2006,Sunday
556,12468,9/23/2006,9,2006,Saturday
557,12610,9/22/2006,9,2006,Friday
558,12652,9/21/2006,9,2006,Thursday
559,12630,9/20/2006,9,2006,Wednesday
560,13489,9/19/2006,9,2006,Tuesday
561,12973,9/18/2006,9,2006,Monday
562,11893,9/17/2006,9,2006,Sunday
563,12377,9/16/2006,9,2006,Saturday
564,12945,9/15/2006,9,2006,Friday
565,12995,9/14/2006,9,2006,Thursday
566,13409,9/13/2006,9,2006,Wednesday
567,13411,9/12/2006,9,2006,Tuesday
568,12605,9/11/2006,9,2006,Monday
569,12624,9/10/2006,9,2006,Sunday
570,13121,9/9/2006,9,2006,Saturday
571,13479,9/8/2006,9,2006,Friday
572,13315,9/7/2006,9,2006,Thursday
573,12933,9/6/2006,9,2006,Wednesday
574,12329,9/5/2006,9,2006,Tuesday
575,11536,9/4/2006,9,2006,Monday
576,11488,9/3/2006,9,2006,Sunday
577,12067,9/2/2006,9,2006,Saturday
578,13570,9/1/2006,9,2006,Friday
579,14307,8/31/2006,8,2006,Thursday
580,14851,8/30/2006,8,2006,Wednesday
581,15445,8/29/2006,8,2006,Tuesday
582,14988,8/28/2006,8,2006,Monday
583,14635,8/27/2006,8,2006,Sunday
584,15095,8/26/2006,8,2006,Saturday
585,14975,8/25/2006,8,2006,Friday
586,14619,8/24/2006,8,2006,Thursday
587,14614,8/23/2006,8,2006,Wednesday
588,14350,8/22/2006,8,2006,Tuesday
589,13539,8/21/2006,8,2006,Monday
590,14316,8/20/2006,8,2006,Sunday
591,15208,8/19/2006,8,2006,Saturday
592,15424,8/18/2006,8,2006,Friday
593,14652,8/17/2006,8,2006,Thursday
594,14389,8/16/2006,8,2006,Wednesday
595,15494,8/15/2006,8,2006,Tuesday
596,14057,8/14/2006,8,2006,Monday
597,12678,8/13/2006,8,2006,Sunday
598,13558,8/12/2006,8,2006,Saturday
599,15649,8/11/2006,8,2006,Friday
600,15639,8/10/2006,8,2006,Thursday
601,15255,8/9/2006,8,2006,Wednesday
602,16301,8/8/2006,8,2006,Tuesday
603,16086,8/7/2006,8,2006,Monday
604,14590,8/6/2006,8,2006,Sunday
605,15179,8/5/2006,8,2006,Saturday
606,16642,8/4/2006,8,2006,Friday
607,18670,8/3/2006,8,2006,Thursday
608,18774,8/2/2006,8,2006,Wednesday
609,18397,8/1/2006,8,2006,Tuesday
610,16516,7/31/2006,7,2006,Monday
611,15425,7/30/2006,7,2006,Sunday
612,15482,7/29/2006,7,2006,Saturday
613,15539,7/28/2006,7,2006,Friday
614,16347,7/27/2006,7,2006,Thursday
615,15994,7/26/2006,7,2006,Wednesday
616,15432,7/25/2006,7,2006,Tuesday
617,13734,7/24/2006,7,2006,Monday
618,13397,7/23/2006,7,2006,Sunday
619,15393,7/22/2006,7,2006,Saturday
620,16419,7/21/2006,7,2006,Friday
621,16963,7/20/2006,7,2006,Thursday
622,16416,7/19/2006,7,2006,Wednesday
623,17304,7/18/2006,7,2006,Tuesday
624,15948,7/17/2006,7,2006,Monday
625,15305,7/16/2006,7,2006,Sunday
626,15351,7/15/2006,7,2006,Saturday
627,15755,7/14/2006,7,2006,Friday
628,15631,7/13/2006,7,2006,Thursday
629,15193,7/12/2006,7,2006,Wednesday
630,15180,7/11/2006,7,2006,Tuesday
631,13785,7/10/2006,7,2006,Monday
632,12865,7/9/2006,7,2006,Sunday
633,12599,7/8/2006,7,2006,Saturday
634,12675,7/7/2006,7,2006,Friday
