Index,Units,Date,Month,Year,Day
2572,14557,3/17/2011,3,2011,Thursday
2573,14489,3/16/2011,3,2011,Wednesday
2574,14865,3/15/2011,3,2011,Tuesday
2575,14192,3/14/2011,3,2011,Monday
2576,13136,3/13/2011,3,2011,Sunday
2577,15495,3/12/2011,3,2011,Saturday
2578,16062,3/11/2011,3,2011,Friday
2579,14390,3/10/2011,3,2011,Thursday
2580,14664,3/9/2011,3,2011,Wednesday
2581,15905,3/8/2011,3,2011,Tuesday
2582,15688,3/7/2011,3,2011,Monday
2583,13549,3/6/2011,3,2011,Sunday
2584,13671,3/5/2011,3,2011,Saturday
2585,15307,3/4/2011,3,2011,Friday
2586,15411,3/3/2011,3,2011,Thursday
2587,15536,3/2/2011,3,2011,Wednesday
2588,15302,3/1/2011,3,2011,Tuesday
2589,13134,2/28/2011,2,2011,Monday
2590,14137,2/27/2011,2,2011,Sunday
2591,15794,2/26/2011,2,2011,Saturday
2592,15593,2/25/2011,2,2011,Friday
2593,16030,2/24/2011,2,2011,Thursday
2594,16491,2/23/2011,2,2011,Wednesday
2595,15261,2/22/2011,2,2011,Tuesday
2596,14129,2/21/2011,2,2011,Monday
2597,14723,2/20/2011,2,2011,Sunday
2598,13915,2/19/2011,2,2011,Saturday
2599,13524,2/18/2011,2,2011,Friday
2600,14500,2/17/2011,2,2011,Thursday
2601,16099,2/16/2011,2,2011,Wednesday
2602,15830,2/15/2011,2,2011,Tuesday
2603,14545,2/14/2011,2,2011,Monday
2604,15694,2/13/2011,2,2011,Sunday
2605,17478,2/12/2011,2,2011,Saturday
2606,18862,2/11/2011,2,2011,Friday
2607,18425,2/10/2011,2,2011,Thursday
2608,19084,2/9/2011,2,2011,Wednesday
2609,16312,2/8/2011,2,2011,Tuesday
2610,15436,2/7/2011,2,2011,Monday
2611,15536,2/6/2011,2,2011,Sunday
2612,15982,2/5/2011,2,2011,Saturday
2613,17923,2/4/2011,2,2011,Friday
2614,17394,2/3/2011,2,2011,Thursday
2615,14965,2/2/2011,2,2011,Wednesday
2616,16870,2/1/2011,2,2011,Tuesday
2617,15747,1/31/2011,1,2011,Monday
2618,15076,1/30/2011,1,2011,Sunday
2619,16926,1/29/2011,1,2011,Saturday
2620,17155,1/28/2011,1,2011,Friday
2621,16998,1/27/2011,1,2011,Thursday
2622,16278,1/26/2011,1,2011,Wednesday
2623,16797,1/25/2011,1,2011,Tuesday
2624,18669,1/24/2011,1,2011,Monday
2625,17847,1/23/2011,1,2011,Sunday
2626,19235,1/22/2011,1,2011,Saturday
2627,17344,1/21/2011,1,2011,Friday
2628,16376,1/20/2011,1,2011,Thursday
2629,15431,1/19/2011,1,2011,Wednesday
2630,16472,1/18/2011,1,2011,Tuesday
2631,16598,1/17/2011,1,2011,Monday
2632,15894,1/16/2011,1,2011,Sunday
2633,17326,1/15/2011,1,2011,Saturday
2634,18604,1/14/2011,1,2011,Friday
2635,18583,1/13/2011,1,2011,Thursday
2636,18244,1/12/2011,1,2011,Wednesday
2637,17793,1/11/2011,1,2011,Tuesday
2638,18444,1/10/2011,1,2011,Monday
2639,18707,1/9/2011,1,2011,Sunday
2640,17372,1/8/2011,1,2011,Saturday
2641,17031,1/7/2011,1,2011,Friday
2642,16770,1/6/2011,1,2011,Thursday
2643,17028,1/5/2011,1,2011,Wednesday
2644,17295,1/4/2011,1,2011,Tuesday
2645,16604,1/3/2011,1,2011,Monday
2646,13468,1/2/2011,1,2011,Sunday
2647,13172,1/1/2011,1,2011,Saturday
2648,15935,12/31/2012,12,2012,Monday
2649,15315,12/30/2012,12,2012,Sunday
2650,15123,12/29/2012,12,2012,Saturday
2651,15489,12/28/2012,12,2012,Friday
2652,15075,12/27/2012,12,2012,Thursday
2653,13146,12/26/2012,12,2012,Wednesday
2654,12815,12/25/2012,12,2012,Tuesday
2655,14008,12/24/2012,12,2012,Monday
2656,15639,12/23/2012,12,2012,Sunday
2657,15911,12/22/2012,12,2012,Saturday
2658,15164,12/21/2012,12,2012,Friday
2659,14535,12/20/2012,12,2012,Thursday
2660,14942,12/19/2012,12,2012,Wednesday
2661,13845,12/18/2012,12,2012,Tuesday
2662,12711,12/17/2012,12,2012,Monday
2663,12760,12/16/2012,12,2012,Sunday
2664,14689,12/15/2012,12,2012,Saturday
2665,15919,12/14/2012,12,2012,Friday
2666,15816,12/13/2012,12,2012,Thursday
2667,15831,12/12/2012,12,2012,Wednesday
2668,14332,12/11/2012,12,2012,Tuesday
2669,12445,12/10/2012,12,2012,Monday
2670,13065,12/9/2012,12,2012,Sunday
2671,13119,12/8/2012,12,2012,Saturday
2672,14425,12/7/2012,12,2012,Friday
2673,14946,12/6/2012,12,2012,Thursday
2674,13056,12/5/2012,12,2012,Wednesday
2675,12572,12/4/2012,12,2012,Tuesday
2676,12215,12/3/2012,12,2012,Monday
2677,12864,12/2/2012,12,2012,Sunday
2678,14057,12/1/2012,12,2012,Saturday
2679,15339,11/30/2012,11,2012,Friday
2680,16119,11/29/2012,11,2012,Thursday
2681,15328,11/28/2012,11,2012,Wednesday
2682,14195,11/27/2012,11,2012,Tuesday
2683,14343,11/26/2012,11,2012,Monday
2684,14714,11/25/2012,11,2012,Sunday
2685,13130,11/24/2012,11,2012,Saturday
2686,12117,11/23/2012,11,2012,Friday
2687,13145,11/22/2012,11,2012,Thursday
2688,13822,11/21/2012,11,2012,Wednesday
2689,13814,11/20/2012,11,2012,Tuesday
2690,13781,11/19/2012,11,2012,Monday
2691,13565,11/18/2012,11,2012,Sunday
2692,14477,11/17/2012,11,2012,Saturday
2693,15066,11/16/2012,11,2012,Friday
2694,15321,11/15/2012,11,2012,Thursday
2695,15428,11/14/2012,11,2012,Wednesday
2696,13806,11/13/2012,11,2012,Tuesday
2697,11740,11/12/2012,11,2012,Monday
2698,11930,11/11/2012,11,2012,Sunday
2699,13251,11/10/2012,11,2012,Saturday
2700,14821,11/9/2012,11,2012,Friday
2701,14513,11/8/2012,11,2012,Thursday
2702,14394,11/7/2012,11,2012,Wednesday
2703,14982,11/6/2012,11,2012,Tuesday
2704,13698,11/5/2012,11,2012,Monday
2705,12873,11/4/2012,11,2012,Sunday
2706,13635,11/3/2012,11,2012,Saturday
2707,13899,11/2/2012,11,2012,Friday
2708,14070,11/1/2012,11,2012,Thursday
2709,14486,10/31/2012,10,2012,Wednesday
2710,15140,10/30/2012,10,2012,Tuesday
2711,13629,10/29/2012,10,2012,Monday
2712,12020,10/28/2012,10,2012,Sunday
2713,12010,10/27/2012,10,2012,Saturday
2714,12449,10/26/2012,10,2012,Friday
2715,12842,10/25/2012,10,2012,Thursday
2716,12100,10/24/2012,10,2012,Wednesday
2717,12216,10/23/2012,10,2012,Tuesday
2718,11932,10/22/2012,10,2012,Monday
2719,11918,10/21/2012,10,2012,Sunday
2720,12080,10/20/2012,10,2012,Saturday
2721,12320,10/19/2012,10,2012,Friday
2722,12250,10/18/2012,10,2012,Thursday
2723,13190,10/17/2012,10,2012,Wednesday
2724,12832,10/16/2012,10,2012,Tuesday
2725,11537,10/15/2012,10,2012,Monday
2726,11674,10/14/2012,10,2012,Sunday
2727,12602,10/13/2012,10,2012,Saturday
2728,13160,10/12/2012,10,2012,Friday
2729,13169,10/11/2012,10,2012,Thursday
2730,12722,10/10/2012,10,2012,Wednesday
2731,13297,10/9/2012,10,2012,Tuesday
2732,12520,10/8/2012,10,2012,Monday
2733,11465,10/7/2012,10,2012,Sunday
2734,11524,10/6/2012,10,2012,Saturday
2735,12091,10/5/2012,10,2012,Friday
2736,12034,10/4/2012,10,2012,Thursday
2737,12421,10/3/2012,10,2012,Wednesday
2738,12007,10/2/2012,10,2012,Tuesday
2739,11147,10/1/2012,10,2012,Monday
2740,10858,9/30/2012,9,2012,Sunday
2741,11572,9/29/2012,9,2012,Saturday
2742,12275,9/28/2012,9,2012,Friday
2743,12429,9/27/2012,9,2012,Thursday
2744,12192,9/26/2012,9,2012,Wednesday
2745,12006,9/25/2012,9,2012,Tuesday
2746,11454,9/24/2012,9,2012,Monday
2747,11033,9/23/2012,9,2012,Sunday
2748,11522,9/22/2012,9,2012,Saturday
2749,12115,9/21/2012,9,2012,Friday
2750,11814,9/20/2012,9,2012,Thursday
2751,11912,9/19/2012,9,2012,Wednesday
2752,12852,9/18/2012,9,2012,Tuesday
2753,11606,9/17/2012,9,2012,Monday
2754,11212,9/16/2012,9,2012,Sunday
2755,11820,9/15/2012,9,2012,Saturday
2756,12852,9/14/2012,9,2012,Friday
2757,12971,9/13/2012,9,2012,Thursday
2758,12174,9/12/2012,9,2012,Wednesday
2759,11983,9/11/2012,9,2012,Tuesday
2760,11597,9/10/2012,9,2012,Monday
2761,11356,9/9/2012,9,2012,Sunday
2762,13989,9/8/2012,9,2012,Saturday
2763,14555,9/7/2012,9,2012,Friday
2764,14835,9/6/2012,9,2012,Thursday
2765,14724,9/5/2012,9,2012,Wednesday
2766,13948,9/4/2012,9,2012,Tuesday
2767,13499,9/3/2012,9,2012,Monday
2768,13621,9/2/2012,9,2012,Sunday
2769,15154,9/1/2012,9,2012,Saturday
2770,13935,8/31/2012,8,2012,Friday
2771,13497,8/30/2012,8,2012,Thursday
2772,13953,8/29/2012,8,2012,Wednesday
2773,14332,8/28/2012,8,2012,Tuesday
2774,14096,8/27/2012,8,2012,Monday
2775,13431,8/26/2012,8,2012,Sunday
2776,13961,8/25/2012,8,2012,Saturday
2777,14085,8/24/2012,8,2012,Friday
2778,13394,8/23/2012,8,2012,Thursday
2779,13021,8/22/2012,8,2012,Wednesday
2780,13056,8/21/2012,8,2012,Tuesday
2781,12526,8/20/2012,8,2012,Monday
2782,12296,8/19/2012,8,2012,Sunday
2783,13063,8/18/2012,8,2012,Saturday
2784,14367,8/17/2012,8,2012,Friday
2785,14087,8/16/2012,8,2012,Thursday
2786,13973,8/15/2012,8,2012,Wednesday
2787,13822,8/14/2012,8,2012,Tuesday
2788,12798,8/13/2012,8,2012,Monday
2789,12106,8/12/2012,8,2012,Sunday
2790,12907,8/11/2012,8,2012,Saturday
2791,14563,8/10/2012,8,2012,Friday
2792,15740,8/9/2012,8,2012,Thursday
2793,15185,8/8/2012,8,2012,Wednesday
2794,14615,8/7/2012,8,2012,Tuesday
2795,14500,8/6/2012,8,2012,Monday
2796,15267,8/5/2012,8,2012,Sunday
2797,15827,8/4/2012,8,2012,Saturday
2798,16096,8/3/2012,8,2012,Friday
2799,15085,8/2/2012,8,2012,Thursday
2800,15394,8/1/2012,8,2012,Wednesday
2801,15631,7/31/2012,7,2012,Tuesday
2802,14172,7/30/2012,7,2012,Monday
2803,13641,7/29/2012,7,2012,Sunday
2804,14858,7/28/2012,7,2012,Saturday
2805,16106,7/27/2012,7,2012,Friday
2806,17336,7/26/2012,7,2012,Thursday
2807,14799,7/25/2012,7,2012,Wednesday
2808,17115,7/24/2012,7,2012,Tuesday
2809,15497,7/23/2012,7,2012,Monday
2810,13771,7/22/2012,7,2012,Sunday
2811,13732,7/21/2012,7,2012,Saturday
2812,15296,7/20/2012,7,2012,Friday
2813,15683,7/19/2012,7,2012,Thursday
2814,17523,7/18/2012,7,2012,Wednesday
2815,16644,7/17/2012,7,2012,Tuesday
2816,15240,7/16/2012,7,2012,Monday
2817,14333,7/15/2012,7,2012,Sunday
2818,14393,7/14/2012,7,2012,Saturday
2819,15222,7/13/2012,7,2012,Friday
2820,14976,7/12/2012,7,2012,Thursday
2821,15048,7/11/2012,7,2012,Wednesday
2822,15197,7/10/2012,7,2012,Tuesday
2823,15036,7/9/2012,7,2012,Monday
2824,17372,7/8/2012,7,2012,Sunday
2825,17299,7/7/2012,7,2012,Saturday
2826,15817,7/6/2012,7,2012,Friday
2827,15888,7/5/2012,7,2012,Thursday
2828,15380,7/4/2012,7,2012,Wednesday
2829,14954,7/3/2012,7,2012,Tuesday
2830,12369,7/2/2012,7,2012,Monday
2831,12852,7/1/2012,7,2012,Sunday
2832,10818,6/30/2012,6,2012,Saturday
2833,17915,6/29/2012,6,2012,Friday
2834,14520,6/28/2012,6,2012,Thursday
2835,13416,6/27/2012,6,2012,Wednesday
2836,13437,6/26/2012,6,2012,Tuesday
2837,14679,6/25/2012,6,2012,Monday
2838,13644,6/24/2012,6,2012,Sunday
2839,14055,6/23/2012,6,2012,Saturday
2840,15806,6/22/2012,6,2012,Friday
2841,16498,6/21/2012,6,2012,Thursday
2842,16140,6/20/2012,6,2012,Wednesday
2843,15074,6/19/2012,6,2012,Tuesday
2844,13609,6/18/2012,6,2012,Monday
2845,13805,6/17/2012,6,2012,Sunday
2846,13991,6/16/2012,6,2012,Saturday
2847,13706,6/15/2012,6,2012,Friday
2848,13125,6/14/2012,6,2012,Thursday
2849,13994,6/13/2012,6,2012,Wednesday
2850,14401,6/12/2012,6,2012,Tuesday
2851,14284,6/11/2012,6,2012,Monday
2852,13144,6/10/2012,6,2012,Sunday
2853,13093,6/9/2012,6,2012,Saturday
2854,13138,6/8/2012,6,2012,Friday
2855,12797,6/7/2012,6,2012,Thursday
2856,12484,6/6/2012,6,2012,Wednesday
2857,12772,6/5/2012,6,2012,Tuesday
2858,12010,6/4/2012,6,2012,Monday
2859,11348,6/3/2012,6,2012,Sunday
2860,11738,6/2/2012,6,2012,Saturday
2861,13235,6/1/2012,6,2012,Friday
2862,13193,5/31/2012,5,2012,Thursday
2863,13979,5/30/2012,5,2012,Wednesday
2864,14977,5/29/2012,5,2012,Tuesday
2865,14213,5/28/2012,5,2012,Monday
2866,13901,5/27/2012,5,2012,Sunday
2867,14017,5/26/2012,5,2012,Saturday
2868,13919,5/25/2012,5,2012,Friday
2869,13300,5/24/2012,5,2012,Thursday
2870,12825,5/23/2012,5,2012,Wednesday
2871,13180,5/22/2012,5,2012,Tuesday
2872,13014,5/21/2012,5,2012,Monday
2873,12279,5/20/2012,5,2012,Sunday
2874,12242,5/19/2012,5,2012,Saturday
2875,12231,5/18/2012,5,2012,Friday
2876,12359,5/17/2012,5,2012,Thursday
2877,12820,5/16/2012,5,2012,Wednesday
2878,12313,5/15/2012,5,2012,Tuesday
2879,11754,5/14/2012,5,2012,Monday
2880,11388,5/13/2012,5,2012,Sunday
2881,11854,5/12/2012,5,2012,Saturday
2882,12405,5/11/2012,5,2012,Friday
2883,12313,5/10/2012,5,2012,Thursday
2884,12529,5/9/2012,5,2012,Wednesday
2885,13159,5/8/2012,5,2012,Tuesday
2886,12184,5/7/2012,5,2012,Monday
2887,11582,5/6/2012,5,2012,Sunday
2888,12910,5/5/2012,5,2012,Saturday
2889,14128,5/4/2012,5,2012,Friday
2890,13742,5/3/2012,5,2012,Thursday
2891,12795,5/2/2012,5,2012,Wednesday
2892,12671,5/1/2012,5,2012,Tuesday
2893,11619,4/30/2012,4,2012,Monday
2894,12070,4/29/2012,4,2012,Sunday
2895,12304,4/28/2012,4,2012,Saturday
2896,12435,4/27/2012,4,2012,Friday
2897,12327,4/26/2012,4,2012,Thursday
2898,12932,4/25/2012,4,2012,Wednesday
2899,13561,4/24/2012,4,2012,Tuesday
2900,13098,4/23/2012,4,2012,Monday
2901,11849,4/22/2012,4,2012,Sunday
2902,11890,4/21/2012,4,2012,Saturday
2903,12245,4/20/2012,4,2012,Friday
2904,12270,4/19/2012,4,2012,Thursday
2905,12408,4/18/2012,4,2012,Wednesday
2906,12417,4/17/2012,4,2012,Tuesday
2907,12017,4/16/2012,4,2012,Monday
2908,11690,4/15/2012,4,2012,Sunday
2909,12288,4/14/2012,4,2012,Saturday
2910,13308,4/13/2012,4,2012,Friday
2911,14408,4/12/2012,4,2012,Thursday
2912,13672,4/11/2012,4,2012,Wednesday
2913,12691,4/10/2012,4,2012,Tuesday
2914,11416,4/9/2012,4,2012,Monday
2915,11551,4/8/2012,4,2012,Sunday
2916,12210,4/7/2012,4,2012,Saturday
2917,12763,4/6/2012,4,2012,Friday
2918,12297,4/5/2012,4,2012,Thursday
2919,12321,4/4/2012,4,2012,Wednesday
2920,12426,4/3/2012,4,2012,Tuesday
2921,11703,4/2/2012,4,2012,Monday
2922,11448,4/1/2012,4,2012,Sunday
2923,11823,3/31/2012,3,2012,Saturday
2924,12625,3/30/2012,3,2012,Friday
2925,12092,3/29/2012,3,2012,Thursday
2926,12677,3/28/2012,3,2012,Wednesday
2927,13212,3/27/2012,3,2012,Tuesday
2928,11609,3/26/2012,3,2012,Monday
2929,11157,3/25/2012,3,2012,Sunday
2930,12108,3/24/2012,3,2012,Saturday
2931,12743,3/23/2012,3,2012,Friday
2932,12684,3/22/2012,3,2012,Thursday
2933,12739,3/21/2012,3,2012,Wednesday
2934,12163,3/20/2012,3,2012,Tuesday
2935,11631,3/19/2012,3,2012,Monday
2936,11210,3/18/2012,3,2012,Sunday
2937,11845,3/17/2012,3,2012,Saturday
2938,12538,3/16/2012,3,2012,Friday
2939,12192,3/15/2012,3,2012,Thursday
2940,12167,3/14/2012,3,2012,Wednesday
2941,12635,3/13/2012,3,2012,Tuesday
2942,12228,3/12/2012,3,2012,Monday
2943,13672,3/11/2012,3,2012,Sunday
2944,14730,3/10/2012,3,2012,Saturday
2945,13738,3/9/2012,3,2012,Friday
2946,12937,3/8/2012,3,2012,Thursday
2947,14395,3/7/2012,3,2012,Wednesday
2948,16661,3/6/2012,3,2012,Tuesday
2949,15307,3/5/2012,3,2012,Monday
2950,14035,3/4/2012,3,2012,Sunday
2951,13136,3/3/2012,3,2012,Saturday
2952,14184,3/2/2012,3,2012,Friday
2953,12456,3/1/2012,3,2012,Thursday
2954,13772,2/29/2012,2,2012,Wednesday
2955,14744,2/28/2012,2,2012,Tuesday
2956,14822,2/27/2012,2,2012,Monday
2957,15686,2/26/2012,2,2012,Sunday
2958,15035,2/25/2012,2,2012,Saturday
2959,13640,2/24/2012,2,2012,Friday
2960,13999,2/23/2012,2,2012,Thursday
2961,14506,2/22/2012,2,2012,Wednesday
2962,15883,2/21/2012,2,2012,Tuesday
2963,15455,2/20/2012,2,2012,Monday
2964,13915,2/19/2012,2,2012,Sunday
2965,14691,2/18/2012,2,2012,Saturday
2966,14509,2/17/2012,2,2012,Friday
2967,14310,2/16/2012,2,2012,Thursday
2968,15371,2/15/2012,2,2012,Wednesday
2969,16076,2/14/2012,2,2012,Tuesday
2970,17183,2/13/2012,2,2012,Monday
2971,18392,2/12/2012,2,2012,Sunday
2972,15828,2/11/2012,2,2012,Saturday
2973,16487,2/10/2012,2,2012,Friday
2974,16288,2/9/2012,2,2012,Thursday
2975,15754,2/8/2012,2,2012,Wednesday
2976,15305,2/7/2012,2,2012,Tuesday
2977,15020,2/6/2012,2,2012,Monday
2978,13832,2/5/2012,2,2012,Sunday
2979,14304,2/4/2012,2,2012,Saturday
2980,15054,2/3/2012,2,2012,Friday
2981,13647,2/2/2012,2,2012,Thursday
2982,13694,2/1/2012,2,2012,Wednesday
2983,14852,1/31/2012,1,2012,Tuesday
2984,15554,1/30/2012,1,2012,Monday
2985,15402,1/29/2012,1,2012,Sunday
2986,15061,1/28/2012,1,2012,Saturday
2987,13892,1/27/2012,1,2012,Friday
2988,14959,1/26/2012,1,2012,Thursday
2989,15566,1/25/2012,1,2012,Wednesday
2990,14384,1/24/2012,1,2012,Tuesday
2991,14812,1/23/2012,1,2012,Monday
2992,15820,1/22/2012,1,2012,Sunday
2993,16142,1/21/2012,1,2012,Saturday
2994,17009,1/20/2012,1,2012,Friday
2995,17434,1/19/2012,1,2012,Thursday
2996,15085,1/18/2012,1,2012,Wednesday
2997,14771,1/17/2012,1,2012,Tuesday
2998,17267,1/16/2012,1,2012,Monday
2999,16556,1/15/2012,1,2012,Sunday
3000,17770,1/14/2012,1,2012,Saturday
3001,17048,1/13/2012,1,2012,Friday
3002,14649,1/12/2012,1,2012,Thursday
3003,15553,1/11/2012,1,2012,Wednesday
3004,15406,1/10/2012,1,2012,Tuesday
3005,14724,1/9/2012,1,2012,Monday
3006,14141,1/8/2012,1,2012,Sunday
3007,14460,1/7/2012,1,2012,Saturday
3008,15713,1/6/2012,1,2012,Friday
3009,16528,1/5/2012,1,2012,Thursday
3010,18821,1/4/2012,1,2012,Wednesday
3011,17492,1/3/2012,1,2012,Tuesday
3012,14246,1/2/2012,1,2012,Monday
3013,13812,1/1/2012,1,2012,Sunday
3014,15128,12/31/2013,12,2013,Tuesday
3015,13631,12/30/2013,12,2013,Monday
3016,13089,12/29/2013,12,2013,Sunday
3017,14744,12/28/2013,12,2013,Saturday
3018,15172,12/27/2013,12,2013,Friday
3019,14283,12/26/2013,12,2013,Thursday
3020,16085,12/25/2013,12,2013,Wednesday
3021,14482,12/24/2013,12,2013,Tuesday
3022,12214,12/23/2013,12,2013,Monday
3023,11913,12/22/2013,12,2013,Sunday
3024,12472,12/21/2013,12,2013,Saturday
3025,14161,12/20/2013,12,2013,Friday
3026,16389,12/19/2013,12,2013,Thursday
3027,15846,12/18/2013,12,2013,Wednesday
3028,16179,12/17/2013,12,2013,Tuesday
3029,16027,12/16/2013,12,2013,Monday
3030,14489,12/15/2013,12,2013,Sunday
3031,15436,12/14/2013,12,2013,Saturday
3032,17496,12/13/2013,12,2013,Friday
3033,16717,12/12/2013,12,2013,Thursday
3034,16912,12/11/2013,12,2013,Wednesday
3035,15577,12/10/2013,12,2013,Tuesday
3036,15112,12/9/2013,12,2013,Monday
3037,15259,12/8/2013,12,2013,Sunday
3038,14593,12/7/2013,12,2013,Saturday
3039,13581,12/6/2013,12,2013,Friday
3040,12666,12/5/2013,12,2013,Thursday
3041,13501,12/4/2013,12,2013,Wednesday
3042,14088,12/3/2013,12,2013,Tuesday
3043,13623,12/2/2013,12,2013,Monday
3044,14282,12/1/2013,12,2013,Sunday
3045,14671,11/30/2013,11,2013,Saturday
3046,14553,11/29/2013,11,2013,Friday
3047,15666,11/28/2013,11,2013,Thursday
3048,14896,11/27/2013,11,2013,Wednesday
3049,14970,11/26/2013,11,2013,Tuesday
3050,16377,11/25/2013,11,2013,Monday
3051,14953,11/24/2013,11,2013,Sunday
3052,12803,11/23/2013,11,2013,Saturday
3053,12653,11/22/2013,11,2013,Friday
3054,14130,11/21/2013,11,2013,Thursday
3055,14696,11/20/2013,11,2013,Wednesday
3056,13583,11/19/2013,11,2013,Tuesday
3057,11390,11/18/2013,11,2013,Monday
3058,11473,11/17/2013,11,2013,Sunday
3059,12578,11/16/2013,11,2013,Saturday
3060,14623,11/15/2013,11,2013,Friday
3061,15705,11/14/2013,11,2013,Thursday
3062,15661,11/13/2013,11,2013,Wednesday
3063,13730,11/12/2013,11,2013,Tuesday
3064,13385,11/11/2013,11,2013,Monday
3065,12149,11/10/2013,11,2013,Sunday
3066,14134,11/9/2013,11,2013,Saturday
3067,13753,11/8/2013,11,2013,Friday
3068,12219,11/7/2013,11,2013,Thursday
3069,12776,11/6/2013,11,2013,Wednesday
3070,13132,11/5/2013,11,2013,Tuesday
3071,12919,11/4/2013,11,2013,Monday
3072,11478,11/3/2013,11,2013,Sunday
3073,11494,11/2/2013,11,2013,Saturday
3074,11792,11/1/2013,11,2013,Friday
3075,11832,10/31/2013,10,2013,Thursday
3076,12416,10/30/2013,10,2013,Wednesday
3077,12522,10/29/2013,10,2013,Tuesday
3078,12315,10/28/2013,10,2013,Monday
3079,12063,10/27/2013,10,2013,Sunday
3080,13956,10/26/2013,10,2013,Saturday
3081,13910,10/25/2013,10,2013,Friday
3082,13714,10/24/2013,10,2013,Thursday
3083,12659,10/23/2013,10,2013,Wednesday
3084,12163,10/22/2013,10,2013,Tuesday
3085,11878,10/21/2013,10,2013,Monday
3086,11519,10/20/2013,10,2013,Sunday
3087,11562,10/19/2013,10,2013,Saturday
3088,11787,10/18/2013,10,2013,Friday
3089,11577,10/17/2013,10,2013,Thursday
3090,11718,10/16/2013,10,2013,Wednesday
3091,11702,10/15/2013,10,2013,Tuesday
3092,11024,10/14/2013,10,2013,Monday
3093,10629,10/13/2013,10,2013,Sunday
3094,11098,10/12/2013,10,2013,Saturday
3095,11394,10/11/2013,10,2013,Friday
3096,11493,10/10/2013,10,2013,Thursday
3097,11323,10/9/2013,10,2013,Wednesday
3098,11313,10/8/2013,10,2013,Tuesday
3099,11609,10/7/2013,10,2013,Monday
3100,11917,10/6/2013,10,2013,Sunday
3101,12301,10/5/2013,10,2013,Saturday
3102,12483,10/4/2013,10,2013,Friday
3103,12268,10/3/2013,10,2013,Thursday
3104,11809,10/2/2013,10,2013,Wednesday
3105,11771,10/1/2013,10,2013,Tuesday
3106,11222,9/30/2013,9,2013,Monday
3107,10879,9/29/2013,9,2013,Sunday
3108,11287,9/28/2013,9,2013,Saturday
3109,11935,9/27/2013,9,2013,Friday
3110,11792,9/26/2013,9,2013,Thursday
3111,11666,9/25/2013,9,2013,Wednesday
3112,11608,9/24/2013,9,2013,Tuesday
3113,11170,9/23/2013,9,2013,Monday
3114,10835,9/22/2013,9,2013,Sunday
3115,12983,9/21/2013,9,2013,Saturday
3116,12630,9/20/2013,9,2013,Friday
3117,12405,9/19/2013,9,2013,Thursday
3118,11893,9/18/2013,9,2013,Wednesday
3119,11776,9/17/2013,9,2013,Tuesday
3120,11308,9/16/2013,9,2013,Monday
3121,10613,9/15/2013,9,2013,Sunday
3122,11211,9/14/2013,9,2013,Saturday
3123,12796,9/13/2013,9,2013,Friday
3124,14663,9/12/2013,9,2013,Thursday
3125,15772,9/11/2013,9,2013,Wednesday
3126,14698,9/10/2013,9,2013,Tuesday
3127,12598,9/9/2013,9,2013,Monday
3128,12353,9/8/2013,9,2013,Sunday
3129,11953,9/7/2013,9,2013,Saturday
3130,12440,9/6/2013,9,2013,Friday
3131,12667,9/5/2013,9,2013,Thursday
3132,12219,9/4/2013,9,2013,Wednesday
3133,12683,9/3/2013,9,2013,Tuesday
3134,13052,9/2/2013,9,2013,Monday
3135,13049,9/1/2013,9,2013,Sunday
3136,14405,8/31/2013,8,2013,Saturday
3137,14440,8/30/2013,8,2013,Friday
3138,14836,8/29/2013,8,2013,Thursday
3139,15245,8/28/2013,8,2013,Wednesday
3140,14603,8/27/2013,8,2013,Tuesday
3141,12690,8/26/2013,8,2013,Monday
3142,12036,8/25/2013,8,2013,Sunday
3143,12838,8/24/2013,8,2013,Saturday
3144,13698,8/23/2013,8,2013,Friday
3145,13839,8/22/2013,8,2013,Thursday
3146,14030,8/21/2013,8,2013,Wednesday
3147,13183,8/20/2013,8,2013,Tuesday
3148,12277,8/19/2013,8,2013,Monday
3149,11531,8/18/2013,8,2013,Sunday
3150,11892,8/17/2013,8,2013,Saturday
3151,12188,8/16/2013,8,2013,Friday
3152,11958,8/15/2013,8,2013,Thursday
3153,12551,8/14/2013,8,2013,Wednesday
3154,14407,8/13/2013,8,2013,Tuesday
3155,13443,8/12/2013,8,2013,Monday
3156,13020,8/11/2013,8,2013,Sunday
3157,13505,8/10/2013,8,2013,Saturday
3158,14328,8/9/2013,8,2013,Friday
3159,14490,8/8/2013,8,2013,Thursday
3160,13941,8/7/2013,8,2013,Wednesday
3161,13067,8/6/2013,8,2013,Tuesday
3162,12243,8/5/2013,8,2013,Monday
3163,12236,8/4/2013,8,2013,Sunday
3164,12752,8/3/2013,8,2013,Saturday
3165,13453,8/2/2013,8,2013,Friday
3166,13376,8/1/2013,8,2013,Thursday
3167,13595,7/31/2013,7,2013,Wednesday
3168,12828,7/30/2013,7,2013,Tuesday
3169,12136,7/29/2013,7,2013,Monday
3170,12081,7/28/2013,7,2013,Sunday
3171,13355,7/27/2013,7,2013,Saturday
3172,13013,7/26/2013,7,2013,Friday
3173,13132,7/25/2013,7,2013,Thursday
3174,14287,7/24/2013,7,2013,Wednesday
3175,14508,7/23/2013,7,2013,Tuesday
3176,14843,7/22/2013,7,2013,Monday
3177,13951,7/21/2013,7,2013,Sunday
3178,16029,7/20/2013,7,2013,Saturday
